"tot_ext","ext_basals","ext_night","ext_cresp","ext_day","x","light","temperature","light.effect","S","replicate"
59,19,13,13,14,0.15,0.15,25,"C.N",1,80
59,19,13,13,14,0.2,0.2,25,"C.N",1,80
59,19,13,13,14,0.25,0.25,25,"C.N",1,80
59,19,13,13,14,0.3,0.3,25,"C.N",1,80
59,19,13,13,14,0.35,0.35,25,"C.N",1,80
59,19,13,13,14,0.4,0.4,25,"C.N",1,80
59,19,13,13,14,0.45,0.45,25,"C.N",1,80
59,19,13,13,14,0.5,0.5,25,"C.N",1,80
11,11,0,0,0,0,0,20,"C.N",2,80
11,11,0,0,0,0.05,0.05,20,"C.N",2,80
10,10,0,0,0,0.1,0.1,20,"C.N",2,80
9,9,0,0,0,0.15,0.15,20,"C.N",2,80
9,9,0,0,0,0.2,0.2,20,"C.N",2,80
9,9,0,0,0,0.25,0.25,20,"C.N",2,80
8,8,0,0,0,0.3,0.3,20,"C.N",2,80
7,7,0,0,0,0.35,0.35,20,"C.N",2,80
5,5,0,0,0,0.4,0.4,20,"C.N",2,80
5,5,0,0,0,0.45,0.45,20,"C.N",2,80
5,5,0,0,0,0.5,0.5,20,"C.N",2,80
51,16,11,11,13,0,0,25,"C.N",2,80
51,16,11,11,13,0.05,0.05,25,"C.N",2,80
51,16,11,11,13,0.1,0.1,25,"C.N",2,80
51,16,11,11,13,0.15,0.15,25,"C.N",2,80
51,16,11,11,13,0.2,0.2,25,"C.N",2,80
51,16,11,11,13,0.25,0.25,25,"C.N",2,80
51,16,11,11,13,0.3,0.3,25,"C.N",2,80
51,16,11,11,13,0.35,0.35,25,"C.N",2,80
51,16,11,11,13,0.4,0.4,25,"C.N",2,80
51,16,11,11,13,0.45,0.45,25,"C.N",2,80
51,16,11,11,13,0.5,0.5,25,"C.N",2,80
16,13,1,1,1,0,0,20,"C.N",5,80
16,13,1,1,1,0.05,0.05,20,"C.N",5,80
16,13,1,1,1,0.1,0.1,20,"C.N",5,80
16,13,1,1,1,0.15,0.15,20,"C.N",5,80
17,13,1,2,1,0.2,0.2,20,"C.N",5,80
17,13,1,2,1,0.25,0.25,20,"C.N",5,80
17,13,1,2,1,0.3,0.3,20,"C.N",5,80
17,13,1,2,1,0.35,0.35,20,"C.N",5,80
17,13,1,2,1,0.4,0.4,20,"C.N",5,80
17,13,1,2,1,0.45,0.45,20,"C.N",5,80
17,13,1,2,1,0.5,0.5,20,"C.N",5,80
10,9,0,1,0,0,0,25,"C.N",5,80
10,9,0,1,0,0.05,0.05,25,"C.N",5,80
10,9,0,1,0,0.1,0.1,25,"C.N",5,80
10,9,0,1,0,0.15,0.15,25,"C.N",5,80
10,9,0,1,0,0.2,0.2,25,"C.N",5,80
10,9,0,1,0,0.25,0.25,25,"C.N",5,80
9,8,0,1,0,0.3,0.3,25,"C.N",5,80
9,8,0,1,0,0.35,0.35,25,"C.N",5,80
8,7,0,1,0,0.4,0.4,25,"C.N",5,80
8,7,0,1,0,0.45,0.45,25,"C.N",5,80
6,5,0,1,0,0.5,0.5,25,"C.N",5,80
19,14,2,2,1,0,0,20,"C.N",20,80
19,14,2,2,1,0.05,0.05,20,"C.N",20,80
20,14,2,3,1,0.1,0.1,20,"C.N",20,80
20,14,2,3,1,0.15,0.15,20,"C.N",20,80
20,14,2,3,1,0.2,0.2,20,"C.N",20,80
20,14,2,3,1,0.25,0.25,20,"C.N",20,80
20,14,2,3,1,0.3,0.3,20,"C.N",20,80
20,14,2,3,1,0.35,0.35,20,"C.N",20,80
20,14,2,3,1,0.4,0.4,20,"C.N",20,80
20,14,2,3,1,0.45,0.45,20,"C.N",20,80
19,14,1,3,1,0.5,0.5,20,"C.N",20,80
10,10,0,0,0,0,0,25,"C.N",20,80
10,10,0,0,0,0.05,0.05,25,"C.N",20,80
10,10,0,0,0,0.1,0.1,25,"C.N",20,80
10,10,0,0,0,0.15,0.15,25,"C.N",20,80
10,10,0,0,0,0.2,0.2,25,"C.N",20,80
10,10,0,0,0,0.25,0.25,25,"C.N",20,80
10,10,0,0,0,0.3,0.3,25,"C.N",20,80
9,9,0,0,0,0.35,0.35,25,"C.N",20,80
9,9,0,0,0,0.4,0.4,25,"C.N",20,80
9,9,0,0,0,0.45,0.45,25,"C.N",20,80
8,8,0,0,0,0.5,0.5,25,"C.N",20,80
58,19,13,13,13,0,0,20,"N.D",1,80
58,19,13,13,13,0.05,0.05,20,"N.D",1,80
58,19,13,13,13,0.1,0.1,20,"N.D",1,80
54,17,11,12,14,0.15,0.15,20,"N.D",1,80
52,17,11,10,14,0.2,0.2,20,"N.D",1,80
53,17,11,11,14,0.25,0.25,20,"N.D",1,80
53,17,11,11,14,0.3,0.3,20,"N.D",1,80
53,17,11,11,14,0.35,0.35,20,"N.D",1,80
53,17,11,11,14,0.4,0.4,20,"N.D",1,80
53,17,11,11,14,0.45,0.45,20,"N.D",1,80
53,17,11,11,14,0.5,0.5,20,"N.D",1,80
54,17,11,13,13,0,0,25,"N.D",1,80
56,18,12,13,13,0.05,0.05,25,"N.D",1,80
56,18,12,13,13,0.1,0.1,25,"N.D",1,80
55,18,12,12,13,0.15,0.15,25,"N.D",1,80
55,18,12,12,13,0.2,0.2,25,"N.D",1,80
56,18,13,12,13,0.25,0.25,25,"N.D",1,80
56,18,13,12,13,0.3,0.3,25,"N.D",1,80
56,18,13,12,13,0.35,0.35,25,"N.D",1,80
56,18,13,12,13,0.4,0.4,25,"N.D",1,80
56,18,13,12,13,0.45,0.45,25,"N.D",1,80
56,18,13,12,13,0.5,0.5,25,"N.D",1,80
8,7,0,0,1,0,0,20,"N.D",2,80
8,7,0,0,1,0.05,0.05,20,"N.D",2,80
9,7,1,0,1,0.1,0.1,20,"N.D",2,80
9,7,1,0,1,0.15,0.15,20,"N.D",2,80
10,7,2,0,1,0.2,0.2,20,"N.D",2,80
10,8,2,0,0,0.25,0.25,20,"N.D",2,80
11,9,2,0,0,0.3,0.3,20,"N.D",2,80
12,10,2,0,0,0.35,0.35,20,"N.D",2,80
14,10,4,0,0,0.4,0.4,20,"N.D",2,80
15,10,4,0,1,0.45,0.45,20,"N.D",2,80
15,10,4,0,1,0.5,0.5,20,"N.D",2,80
44,16,9,9,10,0,0,25,"N.D",2,80
44,16,9,9,10,0.05,0.05,25,"N.D",2,80
44,16,9,9,10,0.1,0.1,25,"N.D",2,80
44,16,9,9,10,0.15,0.15,25,"N.D",2,80
44,16,9,9,10,0.2,0.2,25,"N.D",2,80
44,16,9,9,10,0.25,0.25,25,"N.D",2,80
44,16,9,9,10,0.3,0.3,25,"N.D",2,80
44,16,9,9,10,0.35,0.35,25,"N.D",2,80
44,16,9,9,10,0.4,0.4,25,"N.D",2,80
44,16,9,9,10,0.45,0.45,25,"N.D",2,80
45,16,10,9,10,0.5,0.5,25,"N.D",2,80
2,2,0,0,0,0,0,20,"N.D",5,80
2,2,0,0,0,0.05,0.05,20,"N.D",5,80
2,2,0,0,0,0.1,0.1,20,"N.D",5,80
2,2,0,0,0,0.15,0.15,20,"N.D",5,80
3,3,0,0,0,0.2,0.2,20,"N.D",5,80
4,4,0,0,0,0.25,0.25,20,"N.D",5,80
4,4,0,0,0,0.3,0.3,20,"N.D",5,80
4,4,0,0,0,0.35,0.35,20,"N.D",5,80
5,5,0,0,0,0.4,0.4,20,"N.D",5,80
7,6,0,0,1,0.45,0.45,20,"N.D",5,80
9,8,0,0,1,0.5,0.5,20,"N.D",5,80
10,9,1,0,0,0,0,25,"N.D",5,80
10,9,1,0,0,0.05,0.05,25,"N.D",5,80
10,9,1,0,0,0.1,0.1,25,"N.D",5,80
10,9,1,0,0,0.15,0.15,25,"N.D",5,80
10,9,1,0,0,0.2,0.2,25,"N.D",5,80
10,9,1,0,0,0.25,0.25,25,"N.D",5,80
10,9,1,0,0,0.3,0.3,25,"N.D",5,80
9,9,0,0,0,0.35,0.35,25,"N.D",5,80
10,9,0,1,0,0.4,0.4,25,"N.D",5,80
10,9,0,1,0,0.45,0.45,25,"N.D",5,80
10,9,0,1,0,0.5,0.5,25,"N.D",5,80
16,16,0,0,0,0,0,20,"N.D",20,80
17,17,0,0,0,0.05,0.05,20,"N.D",20,80
17,17,0,0,0,0.1,0.1,20,"N.D",20,80
17,17,0,0,0,0.15,0.15,20,"N.D",20,80
17,17,0,0,0,0.2,0.2,20,"N.D",20,80
17,17,0,0,0,0.25,0.25,20,"N.D",20,80
17,17,0,0,0,0.3,0.3,20,"N.D",20,80
17,17,0,0,0,0.35,0.35,20,"N.D",20,80
17,17,0,0,0,0.4,0.4,20,"N.D",20,80
17,17,0,0,0,0.45,0.45,20,"N.D",20,80
17,17,0,0,0,0.5,0.5,20,"N.D",20,80
27,16,5,3,3,0,0,25,"N.D",20,80
27,16,5,3,3,0.05,0.05,25,"N.D",20,80
28,16,5,3,4,0.1,0.1,25,"N.D",20,80
28,16,5,3,4,0.15,0.15,25,"N.D",20,80
29,16,5,4,4,0.2,0.2,25,"N.D",20,80
29,16,5,4,4,0.25,0.25,25,"N.D",20,80
29,16,5,4,4,0.3,0.3,25,"N.D",20,80
29,16,5,4,4,0.35,0.35,25,"N.D",20,80
30,16,6,4,4,0.4,0.4,25,"N.D",20,80
30,16,6,4,4,0.45,0.45,25,"N.D",20,80
30,16,6,4,4,0.5,0.5,25,"N.D",20,80
47,15,4,9,19,0,0,20,"N",1,81
47,15,4,9,19,0.05,0.05,20,"N",1,81
47,15,4,9,19,0.1,0.1,20,"N",1,81
47,15,4,9,19,0.15,0.15,20,"N",1,81
47,15,4,9,19,0.2,0.2,20,"N",1,81
47,15,4,9,19,0.25,0.25,20,"N",1,81
47,15,4,9,19,0.3,0.3,20,"N",1,81
47,15,4,9,19,0.35,0.35,20,"N",1,81
47,15,4,9,19,0.4,0.4,20,"N",1,81
48,15,5,9,19,0.45,0.45,20,"N",1,81
49,15,6,9,19,0.5,0.5,20,"N",1,81
58,18,12,9,19,0,0,25,"N",1,81
58,18,12,9,19,0.05,0.05,25,"N",1,81
58,18,12,9,19,0.1,0.1,25,"N",1,81
58,18,12,9,19,0.15,0.15,25,"N",1,81
58,18,12,9,19,0.2,0.2,25,"N",1,81
58,18,12,9,19,0.25,0.25,25,"N",1,81
58,18,12,9,19,0.3,0.3,25,"N",1,81
58,18,12,9,19,0.35,0.35,25,"N",1,81
58,18,12,9,19,0.4,0.4,25,"N",1,81
58,18,12,9,19,0.45,0.45,25,"N",1,81
58,18,12,9,19,0.5,0.5,25,"N",1,81
36,14,3,8,11,0,0,20,"N",2,81
36,14,3,8,11,0.05,0.05,20,"N",2,81
36,14,3,8,11,0.1,0.1,20,"N",2,81
36,14,3,8,11,0.15,0.15,20,"N",2,81
37,14,3,9,11,0.2,0.2,20,"N",2,81
37,14,3,9,11,0.25,0.25,20,"N",2,81
37,14,3,9,11,0.3,0.3,20,"N",2,81
37,14,3,9,11,0.35,0.35,20,"N",2,81
37,14,3,9,11,0.4,0.4,20,"N",2,81
37,14,3,9,11,0.45,0.45,20,"N",2,81
37,14,3,9,11,0.5,0.5,20,"N",2,81
59,19,12,9,19,0,0,25,"N",2,81
59,19,12,9,19,0.05,0.05,25,"N",2,81
59,19,12,9,19,0.1,0.1,25,"N",2,81
59,19,12,9,19,0.15,0.15,25,"N",2,81
59,19,12,9,19,0.2,0.2,25,"N",2,81
59,19,12,9,19,0.25,0.25,25,"N",2,81
59,19,12,9,19,0.3,0.3,25,"N",2,81
59,19,12,9,19,0.35,0.35,25,"N",2,81
59,19,12,9,19,0.4,0.4,25,"N",2,81
59,19,12,9,19,0.45,0.45,25,"N",2,81
59,19,12,9,19,0.5,0.5,25,"N",2,81
46,16,6,9,15,0,0,20,"N",5,81
46,16,6,9,15,0.05,0.05,20,"N",5,81
46,16,6,9,15,0.1,0.1,20,"N",5,81
46,16,6,9,15,0.15,0.15,20,"N",5,81
46,16,6,9,15,0.2,0.2,20,"N",5,81
46,16,6,9,15,0.25,0.25,20,"N",5,81
46,16,6,9,15,0.3,0.3,20,"N",5,81
46,16,6,9,15,0.35,0.35,20,"N",5,81
46,16,6,9,15,0.4,0.4,20,"N",5,81
46,16,6,9,15,0.45,0.45,20,"N",5,81
46,16,6,9,15,0.5,0.5,20,"N",5,81
38,14,5,6,13,0,0,25,"N",5,81
38,14,5,6,13,0.05,0.05,25,"N",5,81
38,14,5,6,13,0.1,0.1,25,"N",5,81
38,14,5,6,13,0.15,0.15,25,"N",5,81
38,14,5,6,13,0.2,0.2,25,"N",5,81
39,14,5,7,13,0.25,0.25,25,"N",5,81
40,14,5,8,13,0.3,0.3,25,"N",5,81
40,14,5,8,13,0.35,0.35,25,"N",5,81
40,14,5,8,13,0.4,0.4,25,"N",5,81
41,14,5,9,13,0.45,0.45,25,"N",5,81
41,14,5,9,13,0.5,0.5,25,"N",5,81
51,17,6,9,19,0,0,20,"N",20,81
51,17,6,9,19,0.05,0.05,20,"N",20,81
51,17,6,9,19,0.1,0.1,20,"N",20,81
51,17,6,9,19,0.15,0.15,20,"N",20,81
51,17,6,9,19,0.2,0.2,20,"N",20,81
51,17,6,9,19,0.25,0.25,20,"N",20,81
51,17,6,9,19,0.3,0.3,20,"N",20,81
51,17,6,9,19,0.35,0.35,20,"N",20,81
51,17,6,9,19,0.4,0.4,20,"N",20,81
51,17,6,9,19,0.45,0.45,20,"N",20,81
51,17,6,9,19,0.5,0.5,20,"N",20,81
56,18,11,9,18,0,0,25,"N",20,81
56,18,11,9,18,0.05,0.05,25,"N",20,81
56,18,11,9,18,0.1,0.1,25,"N",20,81
56,18,10,9,19,0.15,0.15,25,"N",20,81
56,18,10,9,19,0.2,0.2,25,"N",20,81
56,18,10,9,19,0.25,0.25,25,"N",20,81
56,18,10,9,19,0.3,0.3,25,"N",20,81
56,18,10,9,19,0.35,0.35,25,"N",20,81
56,18,10,9,19,0.4,0.4,25,"N",20,81
56,18,10,9,19,0.45,0.45,25,"N",20,81
56,18,10,9,19,0.5,0.5,25,"N",20,81
49,14,9,8,18,0,0,20,"C",1,81
49,14,9,8,18,0.05,0.05,20,"C",1,81
49,14,9,8,18,0.1,0.1,20,"C",1,81
50,14,10,7,19,0.15,0.15,20,"C",1,81
50,14,10,7,19,0.2,0.2,20,"C",1,81
50,14,10,7,19,0.25,0.25,20,"C",1,81
50,14,10,7,19,0.3,0.3,20,"C",1,81
50,14,10,7,19,0.35,0.35,20,"C",1,81
50,14,10,7,19,0.4,0.4,20,"C",1,81
50,14,10,7,19,0.45,0.45,20,"C",1,81
50,14,10,7,19,0.5,0.5,20,"C",1,81
53,18,10,7,18,0,0,25,"C",1,81
53,18,10,7,18,0.05,0.05,25,"C",1,81
53,18,10,7,18,0.1,0.1,25,"C",1,81
53,18,10,7,18,0.15,0.15,25,"C",1,81
53,18,10,7,18,0.2,0.2,25,"C",1,81
53,18,10,7,18,0.25,0.25,25,"C",1,81
53,18,10,7,18,0.3,0.3,25,"C",1,81
53,18,10,7,18,0.35,0.35,25,"C",1,81
53,18,10,7,18,0.4,0.4,25,"C",1,81
53,18,10,7,18,0.45,0.45,25,"C",1,81
53,18,10,7,18,0.5,0.5,25,"C",1,81
50,16,6,9,19,0,0,20,"C",2,81
50,16,6,9,19,0.05,0.05,20,"C",2,81
50,16,6,9,19,0.1,0.1,20,"C",2,81
50,16,6,9,19,0.15,0.15,20,"C",2,81
52,17,7,9,19,0.2,0.2,20,"C",2,81
54,18,8,9,19,0.25,0.25,20,"C",2,81
54,18,8,9,19,0.3,0.3,20,"C",2,81
54,18,8,9,19,0.35,0.35,20,"C",2,81
59,19,12,9,19,0.4,0.4,20,"C",2,81
59,19,12,9,19,0.45,0.45,20,"C",2,81
59,19,12,9,19,0.5,0.5,20,"C",2,81
53,17,11,7,18,0,0,25,"C",2,81
53,17,11,7,18,0.05,0.05,25,"C",2,81
53,17,11,7,18,0.1,0.1,25,"C",2,81
53,17,11,7,18,0.15,0.15,25,"C",2,81
53,17,11,7,18,0.2,0.2,25,"C",2,81
53,17,11,7,18,0.25,0.25,25,"C",2,81
53,17,11,7,18,0.3,0.3,25,"C",2,81
53,17,11,7,18,0.35,0.35,25,"C",2,81
53,17,11,7,18,0.4,0.4,25,"C",2,81
53,17,11,7,18,0.45,0.45,25,"C",2,81
53,17,11,7,18,0.5,0.5,25,"C",2,81
44,12,4,9,19,0,0,20,"C",5,81
44,12,4,9,19,0.05,0.05,20,"C",5,81
44,12,4,9,19,0.1,0.1,20,"C",5,81
44,12,4,9,19,0.15,0.15,20,"C",5,81
44,12,4,9,19,0.2,0.2,20,"C",5,81
44,12,4,9,19,0.25,0.25,20,"C",5,81
43,12,4,8,19,0.3,0.3,20,"C",5,81
41,12,4,6,19,0.35,0.35,20,"C",5,81
41,12,4,6,19,0.4,0.4,20,"C",5,81
41,12,4,6,19,0.45,0.45,20,"C",5,81
43,12,6,6,19,0.5,0.5,20,"C",5,81
24,8,2,6,8,0,0,25,"C",5,81
24,8,2,6,8,0.05,0.05,25,"C",5,81
23,8,2,4,9,0.1,0.1,25,"C",5,81
23,8,2,4,9,0.15,0.15,25,"C",5,81
23,8,2,4,9,0.2,0.2,25,"C",5,81
23,8,2,4,9,0.25,0.25,25,"C",5,81
23,8,2,4,9,0.3,0.3,25,"C",5,81
24,9,2,4,9,0.35,0.35,25,"C",5,81
25,10,2,4,9,0.4,0.4,25,"C",5,81
24,10,2,4,8,0.45,0.45,25,"C",5,81
24,10,2,4,8,0.5,0.5,25,"C",5,81
21,11,1,2,7,0,0,20,"C",20,81
21,11,1,2,7,0.05,0.05,20,"C",20,81
21,11,1,2,7,0.1,0.1,20,"C",20,81
21,11,1,2,7,0.15,0.15,20,"C",20,81
21,11,1,2,7,0.2,0.2,20,"C",20,81
23,11,3,2,7,0.25,0.25,20,"C",20,81
23,11,3,2,7,0.3,0.3,20,"C",20,81
35,11,8,4,12,0.35,0.35,20,"C",20,81
35,11,8,4,12,0.4,0.4,20,"C",20,81
35,11,8,4,12,0.45,0.45,20,"C",20,81
35,11,8,4,12,0.5,0.5,20,"C",20,81
44,16,4,8,16,0,0,25,"C",20,81
43,16,4,7,16,0.05,0.05,25,"C",20,81
43,16,4,7,16,0.1,0.1,25,"C",20,81
44,16,5,7,16,0.15,0.15,25,"C",20,81
44,16,5,7,16,0.2,0.2,25,"C",20,81
44,16,5,7,16,0.25,0.25,25,"C",20,81
44,16,5,7,16,0.3,0.3,25,"C",20,81
44,16,5,7,16,0.35,0.35,25,"C",20,81
44,16,5,7,16,0.4,0.4,25,"C",20,81
46,16,6,6,18,0.45,0.45,25,"C",20,81
46,16,6,6,18,0.5,0.5,25,"C",20,81
42,14,1,8,19,0,0,20,"C.N",1,81
42,14,1,8,19,0.05,0.05,20,"C.N",1,81
42,14,1,8,19,0.1,0.1,20,"C.N",1,81
42,14,1,8,19,0.15,0.15,20,"C.N",1,81
42,14,1,8,19,0.2,0.2,20,"C.N",1,81
42,14,1,8,19,0.25,0.25,20,"C.N",1,81
42,14,1,8,19,0.3,0.3,20,"C.N",1,81
43,14,3,7,19,0.35,0.35,20,"C.N",1,81
43,14,3,7,19,0.4,0.4,20,"C.N",1,81
43,14,3,7,19,0.45,0.45,20,"C.N",1,81
42,14,3,6,19,0.5,0.5,20,"C.N",1,81
58,18,12,9,19,0,0,25,"C.N",1,81
58,18,12,9,19,0.05,0.05,25,"C.N",1,81
58,18,12,9,19,0.1,0.1,25,"C.N",1,81
58,18,12,9,19,0.15,0.15,25,"C.N",1,81
58,18,12,9,19,0.2,0.2,25,"C.N",1,81
58,18,12,9,19,0.25,0.25,25,"C.N",1,81
58,18,12,9,19,0.3,0.3,25,"C.N",1,81
58,18,12,9,19,0.35,0.35,25,"C.N",1,81
58,18,12,9,19,0.4,0.4,25,"C.N",1,81
58,18,12,9,19,0.45,0.45,25,"C.N",1,81
58,18,12,9,19,0.5,0.5,25,"C.N",1,81
13,9,0,2,2,0,0,20,"C.N",2,81
13,9,0,2,2,0.05,0.05,20,"C.N",2,81
13,9,0,2,2,0.1,0.1,20,"C.N",2,81
14,9,0,2,3,0.15,0.15,20,"C.N",2,81
14,9,0,2,3,0.2,0.2,20,"C.N",2,81
16,9,0,2,5,0.25,0.25,20,"C.N",2,81
17,9,0,2,6,0.3,0.3,20,"C.N",2,81
17,9,0,2,6,0.35,0.35,20,"C.N",2,81
17,9,0,2,6,0.4,0.4,20,"C.N",2,81
17,9,0,2,6,0.45,0.45,20,"C.N",2,81
17,9,0,2,6,0.5,0.5,20,"C.N",2,81
59,19,12,9,19,0,0,25,"C.N",2,81
59,19,12,9,19,0.05,0.05,25,"C.N",2,81
59,19,12,9,19,0.1,0.1,25,"C.N",2,81
59,19,12,9,19,0.15,0.15,25,"C.N",2,81
59,19,12,9,19,0.2,0.2,25,"C.N",2,81
59,19,12,9,19,0.25,0.25,25,"C.N",2,81
59,19,12,9,19,0.3,0.3,25,"C.N",2,81
59,19,12,9,19,0.35,0.35,25,"C.N",2,81
59,19,12,9,19,0.4,0.4,25,"C.N",2,81
59,19,12,9,19,0.45,0.45,25,"C.N",2,81
59,19,12,9,19,0.5,0.5,25,"C.N",2,81
36,13,3,7,13,0,0,20,"C.N",5,81
37,13,4,7,13,0.05,0.05,20,"C.N",5,81
36,13,4,7,12,0.1,0.1,20,"C.N",5,81
37,13,4,7,13,0.15,0.15,20,"C.N",5,81
38,13,4,7,14,0.2,0.2,20,"C.N",5,81
38,13,4,7,14,0.25,0.25,20,"C.N",5,81
38,13,4,7,14,0.3,0.3,20,"C.N",5,81
39,13,5,7,14,0.35,0.35,20,"C.N",5,81
42,13,6,8,15,0.4,0.4,20,"C.N",5,81
39,13,6,7,13,0.45,0.45,20,"C.N",5,81
43,13,5,6,19,0.5,0.5,20,"C.N",5,81
31,14,3,4,10,0,0,25,"C.N",5,81
31,14,3,4,10,0.05,0.05,25,"C.N",5,81
31,14,3,5,9,0.1,0.1,25,"C.N",5,81
31,14,3,5,9,0.15,0.15,25,"C.N",5,81
33,14,3,5,11,0.2,0.2,25,"C.N",5,81
34,14,3,6,11,0.25,0.25,25,"C.N",5,81
34,14,3,6,11,0.3,0.3,25,"C.N",5,81
34,14,3,6,11,0.35,0.35,25,"C.N",5,81
34,14,3,6,11,0.4,0.4,25,"C.N",5,81
34,14,3,6,11,0.45,0.45,25,"C.N",5,81
34,14,3,6,11,0.5,0.5,25,"C.N",5,81
34,18,1,6,9,0,0,20,"C.N",20,81
34,18,1,6,9,0.05,0.05,20,"C.N",20,81
34,18,1,6,9,0.1,0.1,20,"C.N",20,81
34,18,1,6,9,0.15,0.15,20,"C.N",20,81
34,18,1,6,9,0.2,0.2,20,"C.N",20,81
34,18,1,6,9,0.25,0.25,20,"C.N",20,81
34,18,1,6,9,0.3,0.3,20,"C.N",20,81
35,18,1,7,9,0.35,0.35,20,"C.N",20,81
35,18,1,7,9,0.4,0.4,20,"C.N",20,81
35,18,1,7,9,0.45,0.45,20,"C.N",20,81
34,18,1,6,9,0.5,0.5,20,"C.N",20,81
59,19,12,9,19,0,0,25,"C.N",20,81
59,19,12,9,19,0.05,0.05,25,"C.N",20,81
59,19,12,9,19,0.1,0.1,25,"C.N",20,81
59,19,12,9,19,0.15,0.15,25,"C.N",20,81
59,19,12,9,19,0.2,0.2,25,"C.N",20,81
59,19,12,9,19,0.25,0.25,25,"C.N",20,81
59,19,12,9,19,0.3,0.3,25,"C.N",20,81
59,19,12,9,19,0.35,0.35,25,"C.N",20,81
59,19,12,9,19,0.4,0.4,25,"C.N",20,81
59,19,12,9,19,0.45,0.45,25,"C.N",20,81
59,19,12,9,19,0.5,0.5,25,"C.N",20,81
55,17,10,9,19,0,0,20,"N.D",1,81
55,17,10,9,19,0.05,0.05,20,"N.D",1,81
55,17,10,9,19,0.1,0.1,20,"N.D",1,81
55,17,10,9,19,0.15,0.15,20,"N.D",1,81
55,17,10,9,19,0.2,0.2,20,"N.D",1,81
55,17,10,9,19,0.25,0.25,20,"N.D",1,81
59,19,12,9,19,0.3,0.3,20,"N.D",1,81
59,19,12,9,19,0.35,0.35,20,"N.D",1,81
59,19,12,9,19,0.4,0.4,20,"N.D",1,81
59,19,12,9,19,0.45,0.45,20,"N.D",1,81
59,19,12,9,19,0.5,0.5,20,"N.D",1,81
59,19,12,9,19,0,0,25,"N.D",1,81
59,19,12,9,19,0.05,0.05,25,"N.D",1,81
59,19,12,9,19,0.1,0.1,25,"N.D",1,81
59,19,12,9,19,0.15,0.15,25,"N.D",1,81
59,19,12,9,19,0.2,0.2,25,"N.D",1,81
59,19,12,9,19,0.25,0.25,25,"N.D",1,81
59,19,12,9,19,0.3,0.3,25,"N.D",1,81
59,19,12,9,19,0.35,0.35,25,"N.D",1,81
59,19,12,9,19,0.4,0.4,25,"N.D",1,81
59,19,12,9,19,0.45,0.45,25,"N.D",1,81
59,19,12,9,19,0.5,0.5,25,"N.D",1,81
16,6,2,3,5,0,0,20,"N.D",2,81
21,8,2,5,6,0.05,0.05,20,"N.D",2,81
13,8,0,0,5,0.1,0.1,20,"N.D",2,81
13,9,0,0,4,0.15,0.15,20,"N.D",2,81
13,9,0,0,4,0.2,0.2,20,"N.D",2,81
13,9,0,0,4,0.25,0.25,20,"N.D",2,81
12,10,0,0,2,0.3,0.3,20,"N.D",2,81
11,10,0,0,1,0.35,0.35,20,"N.D",2,81
12,10,0,1,1,0.4,0.4,20,"N.D",2,81
12,10,0,1,1,0.45,0.45,20,"N.D",2,81
12,10,0,1,1,0.5,0.5,20,"N.D",2,81
52,16,10,8,18,0,0,25,"N.D",2,81
52,16,10,8,18,0.05,0.05,25,"N.D",2,81
51,16,10,8,17,0.1,0.1,25,"N.D",2,81
51,16,10,8,17,0.15,0.15,25,"N.D",2,81
51,16,10,8,17,0.2,0.2,25,"N.D",2,81
51,16,10,8,17,0.25,0.25,25,"N.D",2,81
51,16,10,8,17,0.3,0.3,25,"N.D",2,81
51,16,10,8,17,0.35,0.35,25,"N.D",2,81
51,16,10,8,17,0.4,0.4,25,"N.D",2,81
51,16,10,8,17,0.45,0.45,25,"N.D",2,81
51,16,10,8,17,0.5,0.5,25,"N.D",2,81
53,19,6,9,19,0,0,20,"N.D",5,81
53,19,6,9,19,0.05,0.05,20,"N.D",5,81
53,19,6,9,19,0.1,0.1,20,"N.D",5,81
53,19,6,9,19,0.15,0.15,20,"N.D",5,81
53,19,6,9,19,0.2,0.2,20,"N.D",5,81
53,19,6,9,19,0.25,0.25,20,"N.D",5,81
53,19,6,9,19,0.3,0.3,20,"N.D",5,81
51,19,6,7,19,0.35,0.35,20,"N.D",5,81
51,19,6,7,19,0.4,0.4,20,"N.D",5,81
53,19,8,7,19,0.45,0.45,20,"N.D",5,81
53,19,9,6,19,0.5,0.5,20,"N.D",5,81
55,18,11,9,17,0,0,25,"N.D",5,81
55,18,11,9,17,0.05,0.05,25,"N.D",5,81
55,18,11,9,17,0.1,0.1,25,"N.D",5,81
55,18,11,9,17,0.15,0.15,25,"N.D",5,81
55,18,11,9,17,0.2,0.2,25,"N.D",5,81
55,18,11,9,17,0.25,0.25,25,"N.D",5,81
55,18,11,9,17,0.3,0.3,25,"N.D",5,81
55,18,11,9,17,0.35,0.35,25,"N.D",5,81
55,18,11,9,17,0.4,0.4,25,"N.D",5,81
55,18,11,9,17,0.45,0.45,25,"N.D",5,81
55,18,11,9,17,0.5,0.5,25,"N.D",5,81
36,18,2,7,9,0,0,20,"N.D",20,81
35,18,1,7,9,0.05,0.05,20,"N.D",20,81
33,18,1,5,9,0.1,0.1,20,"N.D",20,81
33,18,1,5,9,0.15,0.15,20,"N.D",20,81
33,18,1,5,9,0.2,0.2,20,"N.D",20,81
34,18,2,5,9,0.25,0.25,20,"N.D",20,81
34,18,2,5,9,0.3,0.3,20,"N.D",20,81
